vector,label
"[34.60613197889849, 34.941580756942415, 35.759382984419794, 34.96077199085926, 34.99184895965458]",0
"[34.87308077643775, 35.57724951111663, 35.07510628380957, 34.612955005200035, 34.882823798407365]",0
"[34.75896455495514, 34.69938912916172, 35.138498529397424, 34.98364346896682, 35.10388514309383]",0
"[34.97225162734644, 34.269284228819934, 35.576642309576805, 34.76643318144238, 34.67177502243078]",0
"[35.336371068823084, 34.602175859188115, 35.27001332022559, 34.65249997033677, 35.183286513231046]",0
"[35.01749491918581, 35.378247501730556, 34.6138372841185, 35.13350309115077, 35.07382127017945]",0
"[35.18186905933426, 35.2599062134729, 35.05514404339836, 35.182599504789536, 35.12067685054031]",0
"[35.55454434616504, 34.856390160914245, 35.88092821080886, 35.589164933016924, 35.16267522079311]",0
"[35.154924270602905, 34.47505297361076, 34.731979319701466, 35.71737292411252, 35.22829504690755]",0
"[35.465071575996106, 35.08358827504395, 35.5235893276938, 34.99097066431118, 34.809144085570814]",0
"[35.103201375789205, 35.213604786800396, 34.48500722524537, 35.07270322327763, 35.46722040468725]",0
"[35.70410028475554, 34.70343185169701, 35.476735280196486, 34.98182710106201, 34.53910813609595]",0
"[35.32024184415309, 35.141479900499526, 35.60045939564185, 35.353143729709544, 35.101963112975795]",0
"[35.70428031177059, 34.847461198847164, 37.61337175912762, 61.807951277879766, 36.70740100676015]",1
"[34.49641442888549, 34.66632274270379, 35.078023461023285, 34.037639286790096, 34.76292522566831]",0
"[34.75523248068846, 34.37063623887383, 34.64045661664171, 34.861142661328785, 35.43485178438861]",0
"[35.89925489356003, 55.25322129603079, 36.00217722503902, 35.035590743423576, 35.2769455006497]",1
"[35.19475631606229, 34.69694981210822, 34.48371447136412, 35.58284662881129, 35.3274576283802]",0
"[34.98711881307144, 34.70647848769136, 35.06960163269742, 34.78412575964691, 34.62143683158719]",0
"[34.646382063673286, 35.30932931963791, 35.74737086378235, 34.989538801756254, 34.95306481057615]",0
"[35.17001962450614, 35.061237054212484, 35.323706354630644, 35.13441634471565, 35.04703337333694]",0
"[34.623934131416625, 35.22958377258114, 34.295930859748694, 34.922970742073105, 34.31137402370048]",0
"[35.55612563272965, 36.71115225385764, 57.16825225639917, 36.65592008433848, 35.7272798149287]",1
"[34.16065764182827, 35.04040304301332, 35.3540241346238, 35.12947293261107, 34.97393471223049]",0
"[35.76145461040959, 35.196947105886586, 34.51681701412606, 34.980397187539516, 34.59302778966883]",0
"[35.20381740848671, 34.8975930807083, 35.37577580551336, 35.15762160656871, 35.07368877062464]",0
"[35.489966665636814, 34.82687498768081, 35.68845458703091, 35.06590339496636, 36.19020985755145]",0
"[34.54524005195894, 36.08526540353478, 35.1093984370505, 34.67585260178003, 34.464268903150916]",0
"[35.60798495954696, 35.03767763943381, 35.83387588361215, 34.693795022418264, 34.905974175577626]",0
"[35.23522230325323, 35.24215021218239, 34.73903067832734, 34.84011255273713, 35.147713658596494]",0
"[34.58362835089078, 35.785667230596516, 35.57817251638404, 50.48367114064262, 37.71420991545528]",1
"[34.71489713365782, 34.39173594635631, 35.553319943316204, 33.9805560692229, 35.16596686802606]",0
"[34.97914952355716, 34.84265612096203, 35.01554417800788, 35.120015089141354, 34.53601203816971]",0
"[34.78384085183617, 35.1929467278388, 35.424201909880104, 35.01448989914358, 35.49223697244447]",0
"[35.398368604681515, 34.95365729505425, 34.58763910363914, 35.18170005719051, 35.05223395967112]",0
"[35.62944418621736, 34.529327425737755, 35.05008481616268, 36.25222674329084, 60.108891249595054]",1
"[36.14318157429712, 35.18375935122598, 34.7215428688221, 34.72559331636786, 34.763982472813524]",0
"[34.82972592798412, 36.87267945309858, 51.99559199172626, 37.24335463425848, 35.37116581878192]",1
"[35.08528843319423, 34.646729140913635, 34.6055304542276, 35.78249947484747, 35.49083316243588]",0
"[34.84577470274391, 34.64974647801823, 34.485792337421216, 35.373082066114826, 35.00277834960897]",0
"[35.80888552140703, 33.75494733512543, 34.82690868922733, 34.98643037670465, 34.73454213268461]",0
"[34.868334932401226, 34.72427333474266, 34.86235898192806, 35.200349918344266, 34.7182160358002]",0
"[34.3472423981427, 34.63911005244432, 35.17066711148953, 34.567971563591385, 35.01077962640916]",0
"[35.1241417638704, 35.50165479919232, 34.941588930618174, 35.13024880744742, 35.45900527447216]",0
"[34.61256135812689, 35.16634960071651, 34.85899229968807, 34.46155124423661, 34.80416302381941]",0
"[35.095166117415985, 34.9612699039314, 35.49621499769706, 35.548529715186014, 34.25929983843301]",0
"[35.01533458787721, 35.45902659887584, 34.91214337226654, 34.10695989062387, 34.82569883344601]",0
"[34.545451033750716, 34.78802636834553, 34.68584623705466, 34.235382247113485, 34.0130806921447]",0
"[35.21351814368807, 34.76980732635071, 35.48076401249513, 33.998160123658664, 35.35131706913088]",0
"[35.26429899507551, 34.95584614899539, 34.84177921017034, 34.4904239184774, 34.431905995709435]",0
"[35.025699656049966, 36.23184310923026, 34.645616937859046, 35.75123191566533, 34.870046329968616]",0
"[34.322491998458126, 34.579945873861135, 34.66978457729114, 34.62918374485458, 35.045167903901635]",0
"[34.14635698790945, 35.1405653271109, 34.38319086373792, 34.41488331482866, 34.83875121902362]",0
"[34.56392060653519, 34.36587673221725, 34.85502489228249, 35.26960620769392, 35.414424570675564]",0
"[51.461208128190506, 38.079468344464395, 35.22282278627902, 34.8767523792319, 35.268452664892344]",1
"[34.80705758295519, 34.78632123083885, 34.88756284393607, 35.576299551523526, 34.5119403213658]",0
"[34.91239531339743, 35.99269802265622, 54.86353022735304, 36.687051875140824, 34.64104466292548]",1
"[35.40206887616915, 34.4188684923807, 35.43375702559907, 35.51496660316714, 35.39507936085417]",0
"[34.99538123848191, 35.166888545535286, 35.38120309388112, 34.30768846631595, 34.80031479982817]",0
"[35.27221931757403, 35.01650286224171, 34.333195548785774, 34.43796460928807, 34.62684806927096]",0
"[35.24158981616992, 34.592671975722936, 36.50262219625015, 50.90377921657547, 37.818876671336156]",1
"[35.295467817130174, 34.30174674906484, 35.321688421003785, 34.95216036639817, 34.806352757371975]",0
"[35.98794706299917, 35.22092551114674, 34.3851968382039, 34.72061865597691, 35.16384788980076]",0
"[34.72382257468812, 35.06086138246878, 35.17449079304687, 35.21680304206922, 35.327287266517395]",0
"[34.69346172327608, 35.25674677038073, 34.84197252074294, 37.68932214288911, 51.77864967082387]",1
"[36.464157313905886, 61.73253411145062, 37.27421328552759, 34.81896077736012, 34.45785454417472]",1
"[35.30170752594114, 34.60833589933428, 35.1291506699869, 35.11102358779296, 35.26535526584425]",0
"[34.59256619702575, 34.71412210667328, 35.05525625758864, 34.37276062233103, 35.37022781971327]",0
"[35.63306440765341, 34.87673727965729, 35.4958569018628, 35.42031132087465, 35.091169684367955]",0
"[35.11685946872352, 34.33891524152475, 34.8864882675425, 34.78954411227579, 35.10152652950849]",0
"[34.94697990820327, 34.97224704885819, 34.87704717021681, 34.838845724505816, 35.279642402639304]",0
"[35.379683439931036, 34.70185281546978, 35.26981849012921, 35.29342821908225, 35.06838344888381]",0
"[35.00197274988878, 34.514958584495965, 34.50095186047667, 34.217815025115605, 35.153477603619265]",0
"[35.20345767324504, 35.44937813959368, 35.42768692315446, 35.24120830579345, 34.84341758713062]",0
"[34.48532457927187, 34.85619047918662, 35.382484019966746, 34.70860985362502, 34.94155239178472]",0
"[34.70979492034615, 34.888298504429535, 35.104726283403906, 34.825568229015055, 35.11310032899338]",0
"[34.8080753318231, 35.507608372989296, 34.56250976887802, 35.43912799458002, 34.71691493821665]",0
"[35.24470036667675, 34.76261394877414, 34.49779356084189, 34.708403693829524, 35.42716439968339]",0
"[35.26480015434629, 35.058684127740946, 34.77945242977166, 35.320170991754196, 35.813564927846436]",0
"[34.78486561855277, 34.856082141736955, 34.835625318591354, 35.448477271356985, 36.082541548251235]",0
"[34.75661957331062, 35.4295465221824, 35.150636371421186, 34.84104443172575, 34.926350082353686]",0
"[35.12524449246584, 35.187648293519565, 34.82902992531604, 35.921180165249964, 62.42961016112709]",1
"[35.21344514073233, 34.73755606081884, 34.95274207950142, 35.54722229462114, 35.099561613905436]",0
"[34.237640279561475, 34.922982124255505, 35.212716702885565, 35.49642166865843, 35.429049953671736]",0
"[34.40786791716528, 34.23308145418227, 35.035071265838404, 35.08740098612085, 35.558044479659294]",0
"[34.566093915541586, 34.52998862341384, 35.52574887361697, 35.22508438802773, 35.14123948244963]",0
"[35.17500694375699, 35.017862605838616, 34.810168386151844, 35.13647415612618, 35.55582283434319]",0
"[35.47267809538258, 34.52968909513535, 34.98294339842417, 38.24168614418181, 56.762275043691176]",1
"[34.71579723485045, 34.957809140979435, 34.39895281599481, 35.03015214106507, 34.00663743977482]",0
"[35.44759166603675, 34.63451408114821, 35.01262652051703, 35.27284856988443, 35.06356668498326]",0
"[60.17802279656511, 37.216404443008024, 34.83589480901737, 35.35721010391977, 35.95894932970933]",1
"[35.36294801105539, 34.62599030516108, 35.42089264493879, 34.54222253106941, 34.754173440516915]",0
"[34.89229535801957, 34.9887258773693, 34.9292919431177, 35.23906492898566, 35.64212945250962]",0
"[35.360072481380875, 35.37595177559669, 35.1754618741708, 35.32754612622187, 35.00943289686249]",0
"[34.32156424556329, 34.914019482845006, 35.67353196714655, 34.0305707174006, 34.96174902681673]",0
"[35.61724305444419, 35.739735685985906, 35.29251629488249, 35.06805588737652, 34.83732191701935]",0
"[34.763587884836085, 34.39517190020306, 34.558095102109846, 34.91925198159908, 34.2220853418767]",0
"[35.15612161232829, 34.30356249444353, 34.535252965856884, 35.21379098926634, 35.04040313942386]",0
"[35.62847683817795, 35.459510916524025, 34.68929717037518, 34.86871729660262, 34.81835012705727]",0
"[35.4692793928007, 34.80349495358157, 35.30508598837646, 34.95371198306079, 34.696006357732536]",0
"[34.93032798644584, 36.89395779135329, 51.394522518902676, 37.01189621863206, 35.4147892264979]",1
"[34.57723731126212, 35.368614034414286, 35.141956408031966, 35.065454761094124, 35.2837678186153]",0
"[35.93428813404834, 35.235301553697376, 34.781449217204404, 34.882020493651574, 34.623236729231024]",0
"[34.51470149758321, 34.24440037764444, 35.7318397949984, 34.398107920508856, 35.10901229477335]",0
"[35.12981329623263, 37.87368795906555, 61.688894793151505, 38.4910777264731, 34.481237113109195]",1
"[35.21637822946353, 35.20259622926983, 35.32758224291124, 34.694174642777654, 34.90241104635986]",0
"[34.247669782448305, 34.97923619005884, 37.46444531357895, 58.31892308551153, 37.33268480967144]",1
"[34.70110974138675, 34.73683085389184, 35.178570678695095, 34.71391263156212, 35.0045867511463]",0
"[34.16886090607085, 34.492127730877115, 36.55374892905568, 51.70995835574094, 36.288252021969114]",1
"[34.75504581585295, 35.30311995855806, 34.979345693527534, 34.64164720453304, 34.64802591370452]",0
"[35.12917664624782, 35.44590896051597, 34.949685011980655, 35.455831676258356, 35.53524206590224]",0
"[34.26469714336917, 35.90852402365644, 33.99847566430795, 36.045162869558766, 35.4291886564395]",0
"[34.956098893136215, 34.81178710456453, 35.35817084158651, 35.204071916892936, 35.01876948914494]",0
"[34.736558085243956, 34.877206500478295, 35.34011478927508, 35.30291387677096, 34.45565289713322]",0
"[35.096815661136766, 35.25522337737167, 35.13243430086609, 34.89883573603207, 34.77091580284449]",0
"[34.98117822632596, 35.75012869688471, 34.58238065477418, 34.83432492266605, 34.97716282324264]",0
"[34.90125543733104, 35.38456883322603, 35.04609238712969, 35.40170614068931, 34.61923321199587]",0
"[35.351469191721435, 35.24376056191936, 35.145477080254516, 35.31315766756648, 35.01416731876997]",0
"[35.14631935272604, 35.2207010815401, 35.02627019505794, 35.14345016894253, 35.10210783289651]",0
"[35.08464815936033, 36.85895360695323, 59.34980018795338, 37.73568734276498, 35.21810355454578]",1
"[34.84240745671642, 35.301552482364684, 34.872831802211564, 35.45114723289568, 34.51918501921966]",0
"[34.67890203852268, 35.03182908690356, 34.87396731018383, 34.721967395876156, 35.175443216945645]",0
"[34.698136963682494, 34.44722970602306, 34.77563364627201, 34.88009977564908, 35.2118893953336]",0
"[34.798376094260924, 37.85519504608489, 64.35102160235908, 37.179121911613635, 34.96344685394018]",1
"[35.02183354128193, 35.35639839423096, 34.655794477869115, 34.7990351469301, 34.89978322426509]",0
"[36.20550027021747, 53.21472211793324, 37.9139389846976, 34.13895873771074, 34.95188671631315]",1
"[62.874066743443194, 35.946694666036244, 34.9970883104975, 35.29486179090732, 35.012353867445555]",1
"[34.47831154819499, 34.87591990290238, 35.164552136386206, 35.38936145790651, 34.97190602655706]",0
"[34.79273643028405, 35.784157712947966, 35.174075567326476, 34.95237243182, 35.00607080366043]",0
"[59.38663670158272, 38.14898135213575, 34.7540225095224, 34.91286323771812, 35.24964185597831]",1
"[35.9430846057303, 35.00836040573231, 35.6296502222037, 35.027424716547465, 34.93806385793051]",0
"[35.036133652409085, 35.06271825216896, 34.705682610752845, 34.9697167829438, 35.087074931733206]",0
"[34.231259677543804, 35.59360370412477, 34.81776282962594, 35.05922017586774, 34.062696806901194]",0
"[34.76470072066308, 34.45961176242408, 35.02890185877405, 35.43153146793917, 34.72278575160175]",0
"[35.17805593290582, 34.895366987650775, 35.58777136501274, 34.890254763207665, 34.882112325366286]",0
"[34.891224447566785, 35.382714539701205, 35.524416840281695, 37.69944513177911, 57.67944095419733]",1
"[35.027600980975336, 35.43625406714178, 35.55089070756122, 34.83278682332564, 35.130126448435256]",0
"[35.10262796199154, 34.697709170793104, 35.15833244161172, 35.44942679975152, 35.38773239172636]",0
"[35.24050420873204, 35.500204363900004, 35.062034917150235, 34.820639934506445, 35.123906706330956]",0
"[35.631425837160286, 35.272655965084425, 34.97057908413879, 34.96600105868646, 34.397520653713514]",0
"[35.20228180814409, 35.2011439418224, 34.9073923644445, 34.57486485697049, 35.56420817703288]",0
"[35.30312686023135, 34.4153854528654, 36.140943849682564, 34.728341693491636, 35.00064031255698]",0
"[34.95205990754057, 34.63973744058236, 35.19948275647685, 34.73842408119313, 35.05242431517568]",0
"[35.59392092610788, 35.41149169889807, 34.77198563717188, 34.986642207236024, 35.09257690196408]",0
"[35.025157131033964, 35.634044194249526, 34.67149279635352, 35.327025532867076, 34.95752517073086]",0
"[35.75582888199181, 35.016155916274194, 35.427797418737704, 34.31128189402934, 35.025315296449435]",0
"[35.23590556900026, 35.12955777816846, 34.850175227511926, 34.32782234284123, 34.78968699060681]",0
"[35.12931969191538, 34.564215982837695, 35.678007510932126, 35.06176767126131, 35.347608886564466]",0
"[34.591437795574144, 35.485594643655716, 35.159227221680865, 34.393280575240595, 35.254672518931386]",0
"[34.521930454787174, 34.796356332708214, 35.64785941980896, 35.21261035580079, 34.685219600772925]",0
"[34.427938121111104, 34.71551925697427, 34.60735992353573, 35.51920900190612, 34.88946559441757]",0
"[63.55110105667546, 36.85954657901632, 35.41430730617471, 34.82109771653392, 34.440149192964064]",1
"[36.58779030254752, 50.28216754093276, 35.894980040256485, 35.01949789317869, 35.373124747516094]",1
"[34.90282396976112, 34.92556804983701, 34.924921610077206, 35.18570788601352, 35.198076848114226]",0
"[35.28922285138414, 34.96045727794104, 35.25576805496128, 34.951065247232656, 34.78735272139541]",0
"[35.23492344587876, 34.8978470330081, 35.022725759849116, 34.800320399846605, 34.20881984436253]",0
"[35.67710079931156, 34.556281721928144, 34.5097797757098, 34.752063040719456, 34.48349825491967]",0
"[34.541359070273515, 34.886102575387795, 35.40726793053001, 35.302706113390855, 35.58518414676543]",0
"[34.914436309646135, 34.49909912054577, 34.239172668756865, 35.479922145069494, 35.042495802926524]",0
"[33.806303845445676, 34.99624447898381, 35.231783908479144, 34.81249580121976, 34.615239749344525]",0
"[34.93947365140022, 34.526629594618896, 34.773719985152894, 34.55782918618143, 34.83517516923424]",0
"[35.173665574540756, 34.965558182241786, 34.89709988110219, 35.25974774376781, 35.22926302916596]",0
"[35.76798176472595, 35.04884499175079, 35.28714321479597, 35.48195663541046, 34.695286322787624]",0
"[37.03365026021692, 63.91043563046366, 37.042344816364725, 34.695989742944874, 35.58162084219117]",1
"[35.12653290328667, 35.5440645893479, 34.81255169412757, 35.26842428895994, 35.395780188867654]",0
"[37.282204879469894, 51.03623407664844, 36.732026323516855, 34.84146566986086, 34.64066164843166]",1
"[35.335561633727984, 34.89477400660979, 35.01959730663478, 34.598190612278685, 35.351356215583]",0
"[34.98937759132638, 35.36506724171736, 34.58560041441885, 36.87761463636953, 55.97834654969449]",1
"[34.80350589372304, 34.55688459308416, 35.008563801573544, 35.22891108691527, 35.70372257948137]",0
"[35.58813085960388, 34.915442597960016, 35.31385756729656, 35.61573009819578, 35.55401320067041]",0
"[35.646772365317105, 36.66724707118204, 34.552954492405945, 34.985588811365794, 35.12665489702114]",0
"[35.049543104708484, 35.36108466982581, 35.121929103086885, 34.951706000072534, 34.6158061791023]",0
"[36.5420733173798, 60.19529944267309, 38.97184506555823, 35.332602474803174, 34.351516711534494]",1
"[35.700713085487976, 34.81626210167295, 35.84038626862084, 35.37139033081798, 36.53375240836428]",0
"[35.41481914132607, 34.4704455010676, 34.607601001007666, 35.51251737709584, 35.08141513873274]",0
"[35.25541722350044, 34.43221096350808, 35.30680636379258, 34.85417136213017, 34.154282070622706]",0
"[34.12203270924614, 34.93609497506388, 35.06722776062533, 35.2534137979851, 34.7423570182219]",0
"[35.332617840852876, 34.38470369673036, 34.75786122284197, 34.95645611605867, 35.61699403859744]",0
"[34.84790647280188, 34.4985823657606, 35.49832718022321, 35.22461435718024, 35.506402994499524]",0
"[35.359186640235414, 34.446913938308754, 35.27394557046412, 35.08656885741559, 35.65477745267292]",0
"[35.40439531302041, 34.57501819094553, 35.16895432911084, 35.258038525380144, 34.854407937012994]",0
"[35.004064753751386, 35.7071352718968, 34.8252342913289, 35.034904010608884, 34.956879351485995]",0
"[34.47797081017507, 35.5907704872064, 35.28500851548298, 34.91282899044412, 35.52867249125279]",0
"[34.70700423486453, 35.63162918344326, 35.69122018717916, 35.14351122372895, 34.89376715246972]",0
"[34.82925527872907, 38.13816353337692, 56.53999645661871, 37.14546708123218, 34.90501639075172]",1
"[35.34025393886264, 34.56242217740135, 35.342942369559424, 35.58932636305052, 34.57782213362597]",0
"[34.989166646907805, 34.75242539499189, 35.37902477143334, 34.99223531096715, 35.15558120139796]",0
"[35.027355636854665, 34.70828787691493, 35.03797272316894, 34.60448558888626, 35.39200735988304]",0
"[35.21076435419965, 34.93917736923787, 35.02009231726378, 34.526217015862684, 35.052161666322014]",0
"[35.29493654470507, 34.82547996983922, 34.66867488009105, 35.52364823108368, 33.78826240883075]",0
"[35.49083099489997, 34.32200852757482, 35.21577180311888, 34.787913845406166, 34.47817976850686]",0
"[35.25814455583605, 35.51280435514103, 34.82727969579679, 35.0361651579689, 35.3076620370661]",0
"[35.459964450528624, 35.3496911413907, 35.59001464949633, 34.7345496486005, 35.234778132581276]",0
"[34.86900489266045, 35.43146881291302, 34.122771092502475, 35.78883020501283, 35.34392020082541]",0
"[34.781489701716026, 34.837096343074414, 35.40172164230788, 35.266950941326456, 34.97866869817454]",0
"[37.310792193292976, 53.01521416758314, 37.49538995563302, 34.644106921529556, 35.12139601103275]",1
"[34.71174462722982, 34.88195534406449, 34.64350395009593, 34.54243691701207, 35.17015983668597]",0
"[34.62551348407932, 34.96475262630377, 36.571061652346536, 52.13332379160942, 37.32774568198635]",1
"[35.64247087304542, 35.82988181619125, 34.51831491918032, 34.76115086722474, 34.68505794368458]",0
"[35.08011117618407, 35.67697434626334, 35.86344354346196, 35.1533233710701, 34.7609443982818]",0
"[35.28896171678185, 35.493153215947984, 35.227855838378176, 34.95342402740362, 35.88214652221594]",0
"[35.16293566954218, 35.872983298632505, 35.378382300440755, 34.870828595314876, 35.70234852888158]",0
"[35.51716775653996, 36.63684872652916, 53.790965206874006, 37.061050795866656, 35.12441127738225]",1
"[34.50431194995927, 35.15135942452745, 34.236545713121686, 34.7224903730476, 34.65306490005448]",0
"[35.32218676213996, 35.030720620810314, 35.622468539428574, 34.478907620750846, 34.923715078134734]",0
"[34.87959028915613, 34.96778772164749, 34.4275267855435, 35.44209861521491, 35.31605340234583]",0
"[35.15106247070009, 35.28206407329469, 35.31420401914071, 35.21076138748613, 34.84750109578257]",0
"[34.76177280875847, 35.207725321932266, 34.78132989981468, 34.83076215140179, 35.54844027720577]",0
"[34.72460095786051, 35.53334414021507, 35.06844580948895, 35.26592218880229, 35.114541536053444]",0
"[37.56703188727739, 56.24314103553624, 37.01982442873633, 35.45271412878754, 34.895581247249176]",1
"[34.807610298797606, 34.85181430852143, 34.167241322072236, 35.3118030177151, 35.23135179731896]",0
"[35.06995862969889, 35.34641511132521, 35.07749571428773, 34.494871997862376, 34.44759399703295]",0
"[34.70422557009019, 35.753229889730704, 35.37173097348015, 37.86568541888118, 54.2140120356608]",1
"[34.02633020396777, 35.20424027521117, 35.13456004784945, 35.046421856685086, 35.28891699503478]",0
"[35.12428776526659, 34.635447214054665, 35.31360542937915, 34.9590639942268, 35.26674218719969]",0
"[35.15584156518969, 34.663518009202114, 35.111312939776845, 35.09424943995777, 34.75678201334536]",0
"[35.26774902435146, 35.55636848243979, 34.85065018616889, 35.397629286547435, 34.89410021067744]",0
"[34.65444896972957, 35.964072703085144, 34.94299548361185, 35.07670216484519, 35.129568694051265]",0
"[35.265604092958135, 35.43263653357347, 34.82264140550399, 37.76315494595656, 63.05633366542813]",1
"[35.22707053095296, 35.58013838139824, 35.00866175917873, 35.22680955489591, 34.88395887913127]",0
"[34.8323633370621, 34.84759368077945, 36.95590396618979, 60.548211570712866, 36.37955772263749]",1
"[35.418906260169805, 35.20981039385983, 35.19809523040645, 35.22091921960594, 35.0301108250145]",0
"[34.84021460696157, 35.693354334665194, 34.97364346229774, 35.43275160269524, 35.31929073571331]",0
"[35.04931834980247, 34.31364002286013, 35.29633686605465, 34.65427266889615, 34.838701455165626]",0
"[34.47155860948385, 35.55082580904544, 35.402994727736704, 34.81166065372909, 35.261331320343665]",0
"[65.13021020200475, 37.07390492759602, 35.2444935567063, 34.73174324671066, 35.0133985624213]",1
"[34.79011429252626, 35.67225029399481, 35.06427368551276, 35.090743951439975, 34.88194726213337]",0
"[33.62562967599823, 35.23584532582381, 35.067463387348894, 34.94517230247502, 35.21883711476322]",0
"[34.69206054033668, 35.41611620384394, 35.35159466733027, 35.01253601716864, 34.85049792045138]",0
"[35.11384099621815, 34.802489285960576, 35.23972425549178, 34.6391013446275, 35.156591423894334]",0
"[35.51101964716138, 34.83930790958103, 35.59757692951637, 34.947976610457985, 35.089816881998]",0
"[34.81038121140119, 34.87181367534436, 35.43725732082272, 34.59732688134737, 34.63118691753207]",0
"[34.9206408740355, 34.211525265588214, 35.12854692711828, 34.49261442341514, 35.334522735658574]",0
"[34.93536937554197, 35.21092639719743, 34.58472414709147, 35.16297183969763, 35.015983414941715]",0
"[34.41553791412162, 35.201549838162904, 35.19463848511378, 34.732208298155626, 35.42362675454532]",0
"[35.80976610844893, 35.61667672777556, 35.00690450602772, 35.53979012100949, 34.88871367761638]",0
"[34.30915655159746, 35.1438688779924, 34.87013576229544, 35.35401360259126, 35.401211010828185]",0
"[35.79164772610196, 60.849198047592694, 37.45241635328237, 34.39799158613195, 35.4088165799536]",1
"[37.399464488797854, 59.24817269604863, 36.979597022903384, 34.965059350957674, 34.640563570500206]",1
"[38.36785501419022, 55.84419408299267, 36.5843092666998, 35.18591578352191, 35.35213426439082]",1
"[34.526125904013185, 35.949939278702956, 35.3107119606398, 35.01420741276986, 34.89273830176636]",0
"[35.16109688505065, 34.19906064933818, 35.04436980008759, 35.384367830237615, 35.32962399006838]",0
"[34.82226627017512, 35.03644067133142, 34.31154715176486, 34.85359151450658, 34.52844921149338]",0
"[34.525713074265035, 35.23015814617326, 34.643591212491835, 34.917455397331516, 34.789874407589366]",0
"[35.15163599894626, 35.051760264603715, 34.86685304437333, 34.8790930375031, 34.389747955566605]",0
"[34.23224180451178, 35.04616852669524, 34.87938414264732, 35.20378853456657, 34.81121983505716]",0
"[34.6424923810697, 35.25209965870811, 34.83808085705409, 34.98002098655152, 35.258973535938864]",0
"[34.49838233990541, 35.03160518065858, 36.6977438578474, 51.27034963477088, 37.16818777344078]",1
"[35.58519830123035, 33.69631757254414, 35.738821567035544, 34.97037325585669, 35.01777685601779]",0
"[35.27891122028858, 35.502027234222815, 34.91738302970802, 34.63088046390151, 35.47773767701399]",0
"[34.97221650263837, 35.337204366952776, 35.10593601309855, 34.98729965737245, 34.62865301656748]",0
"[34.832881803790784, 34.50729281468532, 34.926059380998154, 34.8460723142691, 35.28502453193701]",0
"[34.93301263166029, 35.023234808348526, 36.12143018673779, 59.876899643435365, 38.381095824074194]",1
"[34.85439774525535, 34.85849255780968, 35.237363039931964, 35.38690554206014, 34.78035758989312]",0
"[34.977602250313566, 35.35662853353904, 35.20882439176681, 34.57169811037399, 35.80901009491573]",0
"[35.097319436693816, 34.142314060368555, 35.20427988248868, 35.08406246696687, 34.999929000035166]",0
"[35.31963264898078, 35.16409344124905, 34.57691418271876, 35.201051971267006, 35.2216265266944]",0
"[34.63646322879643, 34.3926701544424, 34.94687402276548, 35.1085567905011, 34.85568863165695]",0
"[34.93048426876716, 35.35344409012926, 34.07661945495742, 34.90928558614641, 34.63728881318388]",0
"[35.269699975868804, 35.28733325924832, 34.687914381550286, 34.8778969407605, 34.96566319530564]",0
"[34.693389571702454, 35.263677947304366, 35.15908168954158, 35.36087863660109, 34.52562016405561]",0
"[35.21333015046401, 35.43419568705314, 34.79752524773265, 34.245978713506254, 35.75869495420534]",0
"[36.063612056763226, 62.03551059639606, 36.703169261310016, 34.6374368111503, 35.33574117608007]",1
"[34.508761434029836, 34.64953541737258, 34.97513428691106, 35.55902367411925, 34.57481549121386]",0
"[34.90305897067058, 35.04382728501729, 35.361830465867115, 35.21945966804652, 35.38167105762033]",0
"[35.419247399175454, 35.26236516027988, 34.99611905280118, 35.4805939253901, 35.169482207796854]",0
"[34.77936220523304, 35.10790355611248, 35.963101406364416, 34.75299862391017, 34.99341987434966]",0
"[34.01387052023472, 35.543405511993306, 35.659990662971424, 34.823973223220094, 35.34134086059121]",0
"[36.95176756580498, 56.16110243910008, 36.58897129116636, 35.48619093916396, 35.9458150220386]",1
"[35.877374894153874, 34.25206538168199, 35.264506054328386, 36.23083162168831, 34.89115823611638]",0
"[35.47595538576182, 34.39986575120502, 34.97971019179182, 35.25491676808412, 34.66622207698671]",0
"[35.48260153573902, 35.78261567883883, 35.12402153738798, 34.94743528012538, 33.898158476644184]",0
"[34.71888593419197, 35.288212131787745, 34.86322607749728, 35.115190238718725, 34.40804300799975]",0
"[35.25509356235509, 34.866871309577974, 35.43427443508757, 34.981317780948416, 34.58416532463481]",0
"[35.34414234587184, 34.98556358680217, 35.10789148352714, 37.0454668547603, 53.63961188110575]",1
"[35.278033052812816, 34.83669563480117, 34.44296731768014, 34.86918982426838, 35.0611207261805]",0
"[34.41987028652052, 35.229666017798884, 35.060878375911244, 35.549298415545586, 35.114968211339985]",0
"[34.698459145742824, 34.95265537942952, 34.71725684394063, 35.096416095830925, 34.90573829283338]",0
"[35.54681578320464, 34.66357829805209, 34.97125826127637, 35.18739341997565, 35.09433032832905]",0
"[34.52949979553628, 35.00745552259215, 35.24121963459018, 35.388664000293375, 34.97626705201032]",0
"[34.86597135936386, 34.7484153966261, 38.196324036490196, 59.732041031422355, 36.46822000994133]",1
"[34.36017540188823, 35.5322072719216, 34.80078086299294, 34.623178548335396, 34.579194423831865]",0
"[34.257233655746404, 35.08908730403947, 35.117622743657485, 35.41901953549429, 34.935128241857534]",0
"[34.547314492948324, 35.34250371637242, 36.09615689339922, 34.859260071988594, 35.43505315460767]",0
"[35.366693149553626, 34.69685360232412, 34.11373726377867, 35.90005926602888, 34.18323778749461]",0
